"共有商品 53 樣，熱賣 6，圖片 53，討論 13，價格異動 16

Intel 第二代Pentium G860雙核 3.0GHz/65W/32nm/3M快取~高雄*1~, $1900 ◆ ★

Intel 第三代Celeron G1610雙核 2.6GHZ/55W/2M快取, $1380↘$1350 ★
Intel 第三代Celeron G1620雙核 2.7GHZ/55W/2M快取, $1680↘$1420 ★
Intel 第三代Pentium G2030雙核 3.0GHZ/55W/3M快取, $1820 ★
Intel 第三代Pentium G2120雙核 3.1GHZ/55W/3M快取, $2200↘$1999 ★
Intel 第三代Pentium G2130雙核 3.2GHZ/55W/3M快取, $2800↘$2200 ★
Intel 第三代Core I3-3210雙核 3.2GHz/55W/22nm/HD2500, $3500↘$3450 ★
Intel 第三代Core I3-3220雙核 3.3GHz/55W/22nm/HD2500, $3580↘$3500 ◆ ★
Intel 第三代Core I3-3240雙核 3.4GHz/55W/22nm/HD2500, $4350↘$3650 ◆ ★
Intel 第三代Core I5-3470四核 3.2GHz(Turbo 3.6GHz)/HD2500, $5800 ★
Intel 第三代Core I5-3470四核 3.2GHz(Turbo 3.6GHz)/HD2500(搭機價), $5750 ★
Intel 第三代Core I5-3570K四核 3.4GHz(Turbo 3.8GHz)/HD4000, $6990↘$6900 ★
Intel 第三代Core I7-3770四核 3.4GHz(Turbo 3.9GHz)/HD4000, $8990↘$8850 ★
Intel 第三代Core I7-3770K四核 3.5GHz(Turbo 3.9GHz)/HD4000, $9950↘$9800 ◆ ★

Intel Xeon E3-1230V2 4C8T/3.3GHz(Turbo 3.7G) /22nm/L3 8Mb, $6990 ★
Intel Xeon E3-1230V2 4C8T/3.3GHz(Turbo 3.7G) /22nm/L3 8Mb(搭機價), $6900 ★

Intel 第四代Core I5-4430四核 3.0GHz(Turbo 3.2GHz)/HD4600, $5650 ★
Intel 第四代Core I5-4570四核 3.2GHz(Turbo 3.6GHz)/HD4600, $6180 ★
Intel 第四代Core I5-4670四核 3.4GHz(Turbo 3.8GHz)/HD4600, $6800 ★
Intel 第四代Core I5-4670K四核 3.4GHz(Turbo 3.8GHz)/HD4600, $7400 ★
Intel 第四代Core I7-4770四核 3.4GHz(Turbo 3.9GHz)/HD4600, $9400 ★
Intel 第四代Core I7-4770K四核 3.5GHz(Turbo 3.9GHz)/HD4600, $10400 ★

Intel Haswell Xeon E3-1230V3 4C8T/3.3GHz(Turbo 3.7G) /22nm/L3 8Mb, $7750 ★

Intel Core I7-3820 四核 3.6GHz(Turbo 3.8GHz)/32nm/L3 10Mb, $9350 ★
Intel Core I7-3930K 六核 3.2GHz(Turbo 3.8GHz)/32nm/L3 12Mb, $17750 ◆ ★
Intel Core I7-3970X 六核 3.5GHz(Turbo 4.0GHz)/32nm/L3 15Mb, $31900 ◆ ★

Intel Xeon E5-2620 六核 2.0GHz(Turbo 2.5GHz)/32nm/L3 15Mb, $12600 ★

AMD AM3 Sempron 145/2.8G/45W/45nm/L2 Cache 1MB, $980 ★
AMD AM3 AthlonII X2-270雙核/3.4G/65W/45nm/L2 Cache 1MB*2, $1410 ★
AMD AM3 AthlonII X4-640四核/3.0G/95W/512KB*4(C3版), $2080 ★
AMD AM3 PhenomII X4-965黑盒四核/3.4G/C3版, $2550 ★

AMD Bulldozer FX-4100四核 /3.6G(Turbo 3.8G)/95W, $2880↘$2700 ★ 熱賣
AMD Bulldozer FX-4130四核 /3.6G(Turbo 3.9G)/125W, $2990 ★
AMD Bulldozer FX-4170四核 /4.2G(Turbo 4.3G)/125W, $3450 ★
AMD Bulldozer FX-8150八核 /3.6G(Turbo 4.2G)/125W, $4999 ★ 熱賣
AMD Piledriver-打樁機 FX4300四核/3.8G(Turbo 4.0G)/95W/L3快取4MB, $3200↘$3150 ★ 熱賣
AMD Piledriver-打樁機 FX4350四核/4.2G(Turbo 4.3G)/125W/L3快取8MB, $3750↘$3700 ★
AMD Piledriver-打樁機 FX6300六核/3.5G(Turbo 4.1G)/95W/L3快取8MB, $3300 ★ 熱賣
AMD Piledriver-打樁機 FX6350六核/3.9G(Turbo 4.2G)/125W/L3快取8MB, $4100↘$4050 ★
AMD Piledriver-打樁機 FX8320八核/3.5G(Turbo 4.0G)/125W/L3快取8MB, $4500 ★ 熱賣
AMD Piledriver-打樁機 FX8350八核/4.0G(Turbo 4.2G)/125W/L3快取8MB, $5500↘$5450 ★ 熱賣

AMD A4-3400 雙核心 2.7GHz+HD6410, $1110↘$1100 ★

X2-340 雙核心 3.2G(Turbo 3.6G)/65W/32奈米 ~加送SimCity遊戲序號卡!, $1199 ◆ ★
A4-5300 雙核心 3.4G+HD7480D(Turbo 3.6G)/65W/32奈米 ~加送SimCity遊戲序號卡!, $1390 ◆ ★
A6-5400K 雙核心 3.6G+HD7540D(Turbo 3.8G)/65W/32奈米 ~加送SimCity遊戲序號卡!, $1880 ◆ ★
